Locality,City,Type,Months,Year,Price Range,Min_Price,Max_Price,Average Price,Q-o-Q,QOQ_missing
Dahisar East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,8748-14778,8748,14778,11763,1,0
Dahisar East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,8708-14632,8708,14632,11670,3,0
Dahisar East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,9200-14949,9200,14949,12075,1,0
Dahisar East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,9231-15040,9231,15040,12136,2,0
Dahisar East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,8949-14915,8949,14915,11932,3,0
Dahisar East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,9247-15325,9247,15325,12286,4,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15364-24140,15364,24140,19752,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,15233-23936,15233,23936,19584,0.2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15333-23918,15333,23918,19625,2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,14775-23854,14775,23854,19314,0.5,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,14831-23978,14831,23978,19405,6,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,14279-22224,14279,22224,18251,7,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,13360-20758,13360,20758,17059,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,13614-20769,13614,20769,17192,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,13601-20330,13601,20330,16966,0.3,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,13540-20509,13540,20509,17025,2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,13138-20361,13138,20361,16750,2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,12933-19951,12933,19951,16442,2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,13257-20367,13257,20367,16812,3,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,12667-19895,12667,19895,16281,6,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,12107-18743,12107,18743,15425,3,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,12337-19326,12337,19326,15832,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,12631-19273,12631,19273,15952,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,12649-18985,12649,18985,15817,2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,12700-18409,12700,18409,15554,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,12443-18503,12443,18503,15473,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,12456-18090,12456,18090,15273,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,12350-18003,12350,18003,15177,0.2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,12458-17944,12458,17944,15201,1,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,12633-18203,12633,18203,15418,2,0
Dahisar West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,12475-17709,12475,17709,15092,1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,17831-31860,17831,31860,24846,1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,18023-32405,18023,32405,25214,14,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15653-28480,15653,28480,22066,10,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,15048-25009,15048,25009,20028,4,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,15857-25926,15857,25926,20891,5,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,15155-24636,15155,24636,19895,7,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,14376-22841,14376,22841,18608,1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,14563-22431,14563,22431,18497,4,1
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,14399-22588,14399,22588,18493,5,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14698-24159,14698,24159,19429,2,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,14395-23636,14395,23636,19016,0.4,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14380-23483,14380,23483,18931,0.1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,14859-22964,14859,22964,18911,2,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,14299-22856,14299,22856,18577,3,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,14043-22086,14043,22086,18064,6,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13619-20440,13619,20440,17029,1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,13065-20815,13065,20815,16940,5,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,13868-21950,13868,21950,17909,0.1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,13924-21936,13924,21936,17930,7,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,13426-20218,13426,20218,16822,2,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,13534-19518,13534,19518,16526,1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,13484-19776,13484,19776,16630,4,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,13426-18573,13426,18573,15999,0.2,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,12823-19253,12823,19253,16038,1,0
Dattapada,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,13019-18667,13019,18667,15843,0.6,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,14610-24178,14610,24178,19394,2.1,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,14500-23500,14500,23500,19000,2.7,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,14000-23000,14000,23000,18500,2,0
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,14927-22716,14927,22716,18822,2,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,14800-22500,14800,22500,18650,2,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,14700-22200,14700,22200,18500,2,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,14600-22000,14600,22000,18300,2,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,14500-21800,14500,21800,18100,2,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,14400-21600,14400,21600,18000,3,0
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14200-21400,14200,21400,17800,2,0
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,14000-21000,14000,21000,17500,4,0
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,13800-20800,13800,20800,17300,3,0
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,13700-20500,13700,20500,17000,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,13600-20400,13600,20400,16800,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13500-20300,13500,20300,16600,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13300-20000,13300,20000,16400,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,13200-19800,13200,19800,16200,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,13100-19600,13100,19600,16000,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,13000-19500,13000,19500,15800,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,12800-19200,12800,19200,15600,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,12700-19100,12700,19100,15400,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,12600-19000,12600,19000,15200,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,12500-18900,12500,18900,15100,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,12300-18700,12300,18700,14900,3.5,1
Daulat Nagar Borivali East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,12100-18500,12100,18500,14700,3.5,1
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,20263-36113,20263,36113,28188,8,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,19072-32931,19072,32931,26001,1,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,19628-32054,19628,32054,25841,6,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,18208-30650,18208,30650,24429,3.5,1
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,18500-31500,18500,31500,25000,3,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,18200-30000,18200,30000,24200,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,18100-29500,18100,29500,23800,4,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,17800-29200,17800,29200,23500,3,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,17500-28800,17500,28800,23200,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,17200-28400,17200,28400,22900,3,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,17000-28000,17000,28000,22600,5,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,16800-27600,16800,27600,22300,4,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,16600-27300,16600,27300,22100,3,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,16400-26800,16400,26800,21800,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,16200-26500,16200,26500,21600,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,16000-26200,16000,26200,21400,3,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,15800-26000,15800,26000,21200,1,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,15600-25800,15600,25800,21000,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,15400-25600,15400,25600,20800,1,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,15633-24685,15633,24685,20159,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,15924-23562,15924,23562,19743,1.5,1
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,15944-23512,15944,23512,19728,2,0
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,15700-23400,15700,23400,19500,2,1
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,15500-23200,15500,23200,19300,2,1
Deonar Chembur,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,15200-22900,15200,22900,19000,2,1
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,19091-30457,19091,30457,24774,7,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17704-28450,17704,28450,23077,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17718-29560,17718,29560,23639,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,17923-28621,17923,28621,23272,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,18380-29332,18380,29332,23856,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,18415-30350,18415,30350,24382,6,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,17862-28151,17862,28151,23006,6,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,16624-26672,16624,26672,21648,4,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,16175-25374,16175,25374,20774,4,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,16741-26572,16741,26572,21657,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,16709-25825,16709,25825,21267,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,16379-25390,16379,25390,20884,1,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,16665-25474,16665,25474,21070,0.2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,16119-25942,16119,25942,21031,2,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,15915-25454,15915,25454,20685,0.3,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,16555-24957,16555,24957,20756,3,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,16302-23810,16302,23810,20056,1,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,16545-23835,16545,23835,20190,2,1
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,16262-24098,16262,24098,20180,1,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,15485-24413,15485,24413,19949,6,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,17116-25505,17116,25505,21310,1,0
Deonar Govandi East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,16847-26123,16847,26123,21485,4,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,19091-30457,19091,30457,24774,7,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17704-28450,17704,28450,23077,3,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17750-29969,17750,29969,23860,5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,17500-29500,17500,29500,23300,5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,18537-29836,18537,29836,24186,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,18200-29200,18200,29200,23400,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,18000-28900,18000,28900,23100,3,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,17800-28500,17800,28500,22900,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,17500-28200,17500,28200,22600,1,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,17200-27800,17200,27800,22300,3,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,16900-27500,16900,27500,22000,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,16600-27200,16600,27200,21700,3,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,16400-26900,16400,26900,21500,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,16100-26600,16100,26600,21300,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,15900-26200,15900,26200,21000,1,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,15700-26000,15700,26000,20800,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,15500-25800,15500,25800,20600,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,15300-25500,15300,25500,20400,1,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,15100-25200,15100,25200,20200,2,0
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,15000-25000,15000,25000,20000,1.5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,15100-25100,15100,25100,20100,1.5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,15200-25300,15200,25300,20200,1.5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,15100-25100,15100,25100,20000,1.5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,14800-24800,14800,24800,19900,1.5,1
Deonar Village Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,14700-24600,14700,24600,19800,1.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,15802-27707,15802,27707,21755,1,0
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16031-27883,16031,27883,21957,6,0
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17974-28806,17974,28806,23390,9,0
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,15849-27168,15849,27168,21509,12,0
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,13834-24492,13834,24492,19163,1,0
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,13619-24185,13619,24185,18902,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,14000-22000,14000,22000,18000,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,14200-22500,14200,22500,18150,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,14300-22800,14300,22800,18250,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14500-23000,14500,23000,18400,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,14600-23200,14600,23200,18500,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14700-23400,14700,23400,18600,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,14800-23600,14800,23600,18700,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,15000-23800,15000,23800,18800,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,15100-24000,15100,24000,18900,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,15200-24200,15200,24200,19000,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,15300-24500,15300,24500,19100,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,15400-24700,15400,24700,19200,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,15500-24900,15500,24900,19300,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,15600-25100,15600,25100,19400,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,15700-25300,15700,25300,19500,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,15800-25500,15800,25500,19600,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,15900-25700,15900,25700,19700,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,16000-25900,16000,25900,19800,6.5,1
Derasar Lane,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,16100-26100,16100,26100,19900,6.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,16835-28220,16835,28220,22527,0,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17201-27867,17201,27867,22534,9,0
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15417-25966,15417,25966,20692,2,0
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,15025-25673,15025,25673,20349,5.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,16000-27500,16000,27500,21750,5.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,16200-27600,16200,27600,21900,5.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,16000-27200,16000,27200,21400,5.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,15800-26900,15800,26900,21200,5.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,15600-26500,15600,26500,21000,5.5,1
Devidas Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,15400-26200,15400,26200,20800,5.5,1
